1	2	5.00000000	6.00000000
2	1	5.00000000	6.00000000
3	1	5.00000000	6.00000000
4	2	5.00000000	6.00000000
5	1	5.00000000	6.00000000
6	2	5.00000000	6.00000000
7	2	5.00000000	6.00000000
8	1	5.00000000	6.00000000
9	2	5.00000000	6.00000000
10	1	5.00000000	6.00000000
11	2	5.00000000	6.00000000
12	2	5.00000000	6.00000000
13	1	5.00000000	6.00000000
14	1	5.00000000	6.00000000
15	2	5.00000000	6.00000000
16	2	5.00000000	6.00000000
17	2	5.00000000	6.00000000
18	1	5.00000000	6.00000000
19	2	5.00000000	6.00000000
20	2	5.00000000	6.00000000
21	2	5.00000000	6.00000000
22	1	5.00000000	6.00000000
23	1	5.00000000	6.00000000
24	2	5.00000000	6.00000000
25	2	5.00000000	6.00000000
26	2	5.00000000	6.00000000
27	1	5.00000000	6.00000000
28	1	5.00000000	6.00000000
29	1	5.00000000	6.00000000
30	1	5.00000000	6.00000000
31	1	5.00000000	6.00000000
32	1	5.00000000	6.00000000
33	1	5.00000000	6.00000000
34	2	5.00000000	6.00000000
35	2	5.00000000	6.00000000
36	2	5.00000000	6.00000000
37	2	5.00000000	6.00000000
38	1	5.00000000	6.00000000
39	1	5.00000000	6.00000000
40	1	5.00000000	6.00000000
41	2	5.00000000	6.00000000
42	2	5.00000000	6.00000000
43	2	5.00000000	6.00000000
44	2	5.00000000	6.00000000
45	1	5.00000000	6.00000000
46	2	5.00000000	6.00000000
47	1	5.00000000	6.00000000
48	1	5.00000000	6.00000000
49	1	5.00000000	6.00000000
50	1	5.00000000	6.00000000
51	1	5.00000000	6.00000000
52	1	5.00000000	6.00000000
53	2	5.00000000	6.00000000
54	2	5.00000000	6.00000000
55	1	5.00000000	6.00000000
56	2	5.00000000	6.00000000
57	1	5.00000000	6.00000000
58	2	5.00000000	6.00000000
59	1	5.00000000	6.00000000
60	2	5.00000000	6.00000000
61	1	5.00000000	6.00000000
62	2	5.00000000	6.00000000
63	2	5.00000000	6.00000000
64	1	5.00000000	6.00000000
65	2	5.00000000	6.00000000
66	1	5.00000000	6.00000000
67	2	5.00000000	6.00000000
68	2	5.00000000	6.00000000
69	1	5.00000000	6.00000000
70	2	5.00000000	6.00000000
71	1	5.00000000	6.00000000
72	1	5.00000000	6.00000000
73	1	5.00000000	6.00000000
74	2	5.00000000	6.00000000
75	2	5.00000000	6.00000000
76	2	5.00000000	6.00000000
77	2	5.00000000	6.00000000
78	2	5.00000000	6.00000000
79	1	5.00000000	6.00000000
80	2	5.00000000	6.00000000
81	1	5.00000000	6.00000000
82	2	5.00000000	6.00000000
83	2	5.00000000	6.00000000
84	2	5.00000000	6.00000000
85	1	5.00000000	6.00000000
86	1	5.00000000	6.00000000
87	1	5.00000000	6.00000000
88	1	5.00000000	6.00000000
89	1	5.00000000	6.00000000
90	2	5.00000000	6.00000000
91	1	5.00000000	6.00000000
92	2	5.00000000	6.00000000
93	2	5.00000000	6.00000000
94	2	5.00000000	6.00000000
95	2	5.00000000	6.00000000
96	1	5.00000000	6.00000000
97	1	5.00000000	6.00000000
98	1	5.00000000	6.00000000
99	1	5.00000000	6.00000000
100	2	5.00000000	6.00000000
101	1	5.00000000	6.00000000
102	1	5.00000000	6.00000000
103	1	5.00000000	6.00000000
104	1	5.00000000	6.00000000
105	2	5.00000000	6.00000000
106	1	5.00000000	6.00000000
107	1	5.00000000	6.00000000
108	2	5.00000000	6.00000000
109	2	5.00000000	6.00000000
110	1	5.00000000	6.00000000
111	2	5.00000000	6.00000000
112	1	5.00000000	6.00000000
113	1	5.00000000	6.00000000
114	2	5.00000000	6.00000000
115	2	5.00000000	6.00000000
116	2	5.00000000	6.00000000
117	1	5.00000000	6.00000000
118	2	5.00000000	6.00000000
119	1	5.00000000	6.00000000
120	2	5.00000000	6.00000000
121	2	5.00000000	6.00000000
122	1	5.00000000	6.00000000
123	1	5.00000000	6.00000000
124	2	5.00000000	6.00000000
125	1	5.00000000	6.00000000
126	1	5.00000000	6.00000000
127	1	5.00000000	6.00000000
128	1	5.00000000	6.00000000
129	2	5.00000000	6.00000000
130	2	5.00000000	6.00000000
131	2	5.00000000	6.00000000
132	1	5.00000000	6.00000000
133	1	5.00000000	6.00000000
134	2	5.00000000	6.00000000
135	1	5.00000000	6.00000000
136	1	5.00000000	6.00000000
137	2	5.00000000	6.00000000
138	2	5.00000000	6.00000000
139	1	5.00000000	6.00000000
140	2	5.00000000	6.00000000
141	1	5.00000000	6.00000000
142	1	5.00000000	6.00000000
143	2	5.00000000	6.00000000
